ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Dt_Customer_Year,Age_Group,Spending_Segment,MntWines_Pct,MntFruits_Pct,MntMeatProducts_Pct,MntFishProducts_Pct,MntSweetProducts_Pct,MntGoldProds_Pct,Income_Bracket
3136,1962,Master,Single,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,52,663,2013,51-60,Medium Spender,47.81297134238311,3.770739064856712,39.969834087481146,3.770739064856712,2.865761689291101,1.809954751131222,High
8737,1978,UnderGraduate,Single,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,36,43,2014,30-40,Low Spender,67.44186046511628,2.3255813953488373,20.930232558139537,4.651162790697675,0.0,4.651162790697675,High
11088,1971,PhD,In Relationship,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,43,1816,2013,41-50,High Spender,76.87224669603523,0.0,17.731277533039645,2.5330396475770924,1.9273127753303965,0.9361233480176211,Very High
716,1949,PhD,In Relationship,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,65,976,2014,>60,High Spender,54.20081967213115,0.0,36.47540983606557,6.454918032786885,2.8688524590163933,0.0,High
466,1944,UnderGraduate,In Relationship,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,70,746,2013,>60,Medium Spender,52.01072386058981,1.876675603217158,29.2225201072386,12.198391420911529,1.876675603217158,2.8150134048257374,High
9135,1950,UnderGraduate,In Relationship,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,64,64,2012,>60,Low Spender,20.3125,3.125,32.8125,6.25,0.0,37.5,Low
10623,1961,Master,In Relationship,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,53,32,2013,51-60,Low Spender,87.5,0.0,12.5,0.0,0.0,0.0,Medium
8151,1990,High School,In Relationship,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,24,263,2012,<30,Medium Spender,6.083650190114068,13.688212927756654,7.984790874524715,7.604562737642586,23.574144486692013,41.06463878326996,Low
5140,1985,PhD,In Relationship,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,29,1445,2012,<30,High Spender,72.4567474048443,0.0,9.688581314878892,4.6366782006920415,2.629757785467128,10.588235294117647,High
10160,1956,Master,In Relationship,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,58,46,2013,51-60,Low Spender,67.3913043478261,0.0,15.217391304347828,4.3478260869565215,0.0,13.043478260869565,Medium
4945,1953,UnderGraduate,Single,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,61,1210,2012,>60,High Spender,67.35537190082644,0.8264462809917356,19.75206611570248,2.3140495867768593,0.8264462809917356,8.925619834710744,High
10584,1976,UnderGraduate,In Relationship,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,38,945,2013,30-40,High Spender,23.809523809523807,17.142857142857142,40.95238095238095,11.216931216931217,3.8095238095238098,3.068783068783069,High
6071,1989,UnderGraduate,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,25,1157,2013,<30,High Spender,42.61019878997407,6.050129645635264,28.003457216940365,12.618841832324978,3.457216940363008,7.260155574762317,Very High
3386,1992,UnderGraduate,In Relationship,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,22,137,2013,<30,Medium Spender,24.817518248175183,2.9197080291970803,48.175182481751825,2.18978102189781,7.2992700729927,14.5985401459854,Low
8939,1959,UnderGraduate,Single,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,55,730,2012,51-60,Medium Spender,52.32876712328767,18.904109589041095,8.904109589041095,8.21917808219178,3.5616438356164384,8.082191780821917,High
9925,1981,PhD,In Relationship,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,33,216,2013,30-40,Medium Spender,58.79629629629629,0.4629629629629629,25.925925925925924,0.0,0.4629629629629629,14.351851851851851,Medium
4320,1979,UnderGraduate,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,35,943,2013,30-40,High Spender,34.4644750795334,8.8016967126193,31.81336161187699,9.11983032873807,6.150583244962885,9.650053022269352,High
5389,1964,UnderGraduate,In Relationship,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,50,347,2013,41-50,Medium Spender,68.58789625360231,4.899135446685879,19.596541786743515,2.3054755043227666,2.881844380403458,1.729106628242075,Medium
6036,1959,Master,In Relationship,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,55,1924,2014,51-60,High Spender,60.70686070686071,4.781704781704782,21.205821205821206,3.7422037422037424,6.7047817047817055,2.858627858627859,Very High
182,1946,PhD,In Relationship,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,68,397,2013,>60,Medium Spender,71.53652392947103,0.0,13.85390428211587,0.0,1.5113350125944585,13.09823677581864,Medium
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,39,2089,2013,30-40,High Spender,61.65629487793203,0.9573958831977023,29.344183820009572,3.829583532790809,2.920057443752992,1.292484442316898,Very High
11025,1961,UnderGraduate,In Relationship,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,53,138,2013,51-60,Medium Spender,47.10144927536232,0.0,33.33333333333333,2.898550724637681,2.1739130434782608,14.492753623188406,Medium
10203,1990,UnderGraduate,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,24,42,2013,<30,Low Spender,26.190476190476193,16.666666666666664,21.428571428571427,7.142857142857142,2.380952380952381,26.190476190476193,Low
4607,1959,UnderGraduate,In Relationship,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,55,777,2013,51-60,Medium Spender,29.214929214929214,2.9601029601029603,50.06435006435006,5.405405405405405,2.7027027027027026,9.652509652509652,Very High
3711,1944,Master,In Relationship,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,70,1902,2014,>60,High Spender,54.41640378548895,7.045215562565721,35.2260778128286,1.3144058885383807,1.9978969505783386,0.0,Very High
3696,1965,UnderGraduate,Single,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,49,52,2014,41-50,Low Spender,51.92307692307693,1.9230769230769231,23.076923076923077,3.8461538461538463,0.0,19.230769230769234,Low
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,27,1651,2014,<30,High Spender,59.479103573591765,4.421562689279225,21.25984251968504,3.391883706844337,0.8479709267110842,10.599636583888552,Very High
9214,1991,UnderGraduate,In Relationship,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,23,358,2013,<30,Medium Spender,50.0,0.5586592178770949,17.877094972067038,10.614525139664805,4.748603351955307,16.201117318435752,Medium
4943,1953,UnderGraduate,In Relationship,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,61,1727,2012,>60,High Spender,79.84944991314418,1.910828025477707,12.507237984944991,0.0,1.910828025477707,3.821656050955414,Very High
35,1987,UnderGraduate,In Relationship,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,27,210,2012,<30,Medium Spender,15.238095238095239,0.4761904761904762,30.476190476190478,7.6190476190476195,5.714285714285714,40.476190476190474,Low
2258,1986,UnderGraduate,In Relationship,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,28,42,2012,<30,Low Spender,19.047619047619047,9.523809523809524,35.714285714285715,16.666666666666664,14.285714285714285,4.761904761904762,Low
4322,1958,PhD,In Relationship,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,56,1291,2013,51-60,High Spender,68.24167312161116,2.943454686289698,24.709527498063515,1.2393493415956625,1.9364833462432223,0.9295120061967467,Very High
713,1977,Master,In Relationship,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,37,442,2014,30-40,Medium Spender,31.90045248868778,3.3936651583710407,34.61538461538461,15.158371040723981,7.013574660633484,7.918552036199094,Medium
4702,1964,UnderGraduate,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,50,1895,2012,41-50,High Spender,52.770448548812666,8.179419525065963,20.0,11.820580474934037,0.8970976253298154,6.33245382585752,High
3281,1960,PhD,In Relationship,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,54,411,2013,51-60,Medium Spender,50.121654501216554,2.4330900243309004,16.30170316301703,7.2992700729927,6.569343065693431,17.27493917274939,Medium
702,1975,Master,Single,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,39,521,2013,30-40,Medium Spender,31.09404990403071,11.708253358925145,15.930902111324377,18.618042226487525,10.9404990403071,11.708253358925145,Medium
2004,1969,UnderGraduate,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,45,1168,2013,41-50,High Spender,52.99657534246576,4.623287671232877,22.26027397260274,10.873287671232877,4.623287671232877,4.623287671232877,Very High
4769,1977,Master,In Relationship,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,37,493,2014,30-40,Medium Spender,92.49492900608519,0.8113590263691683,4.86815415821501,0.0,0.0,1.8255578093306288,High
4437,1962,UnderGraduate,In Relationship,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,52,260,2013,51-60,Medium Spender,43.07692307692308,2.307692307692308,35.38461538461539,1.153846153846154,3.4615384615384617,14.615384615384617,High
8724,1982,UnderGraduate,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,32,46,2013,30-40,Low Spender,23.91304347826087,6.521739130434782,47.82608695652174,4.3478260869565215,4.3478260869565215,13.043478260869565,Low
10741,1951,Master,In Relationship,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,63,319,2013,>60,Medium Spender,53.91849529780565,3.761755485893417,35.10971786833856,2.507836990595611,0.0,4.702194357366771,Medium
1991,1967,UnderGraduate,In Relationship,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,47,96,2014,41-50,Low Spender,81.25,0.0,11.458333333333332,0.0,0.0,7.291666666666667,Medium
6931,1967,UnderGraduate,Single,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,47,1062,2014,41-50,High Spender,43.69114877589454,14.218455743879474,27.49529190207156,6.120527306967985,5.649717514124294,2.824858757062147,Very High
11096,1952,Master,In Relationship,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,62,232,2013,>60,Medium Spender,42.672413793103445,1.7241379310344827,13.793103448275861,15.948275862068966,23.275862068965516,2.586206896551724,High
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,33,76,2013,30-40,Low Spender,25.0,3.9473684210526314,25.0,5.263157894736842,6.578947368421052,34.21052631578947,Low
3665,1977,Master,In Relationship,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,37,54,2013,30-40,Low Spender,1.8518518518518516,16.666666666666664,14.814814814814813,20.37037037037037,5.555555555555555,40.74074074074074,Low
10591,1969,UnderGraduate,Single,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,45,201,2012,41-50,Medium Spender,31.343283582089555,4.975124378109453,41.29353233830846,3.482587064676617,9.45273631840796,9.45273631840796,Medium
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,30,406,2012,<30,Medium Spender,62.06896551724138,0.7389162561576355,10.344827586206897,0.9852216748768473,0.7389162561576355,25.12315270935961,Medium
5547,1982,PhD,In Relationship,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,32,1919,2013,30-40,High Spender,77.01928087545596,0.9900990099009901,21.000521104742052,0.0,0.9900990099009901,0.0,Very High
7822,1976,UnderGraduate,In Relationship,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,38,662,2013,30-40,Medium Spender,29.909365558912388,2.719033232628399,38.066465256797585,4.833836858006042,16.314199395770395,8.157099697885197,High
8541,1990,Master,In Relationship,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,24,41,2014,<30,Low Spender,19.51219512195122,9.75609756097561,24.390243902439025,14.634146341463413,17.073170731707318,14.634146341463413,Low
10955,1964,UnderGraduate,Single,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,50,1600,2014,41-50,High Spender,26.0,2.875,57.8125,3.75,6.6875,2.875,Very High
4368,1980,UnderGraduate,In Relationship,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,34,134,2013,30-40,Medium Spender,31.343283582089555,5.223880597014925,32.08955223880597,14.925373134328357,8.955223880597014,7.462686567164178,Medium
9671,1968,UnderGraduate,In Relationship,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,46,69,2014,41-50,Low Spender,20.28985507246377,4.3478260869565215,30.434782608695656,2.898550724637681,1.4492753623188406,40.57971014492754,Low
2256,1973,Master,In Relationship,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,41,21,2014,41-50,Low Spender,80.95238095238095,0.0,14.285714285714285,0.0,0.0,4.761904761904762,Low
4279,1963,Master,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,51,54,2014,51-60,Low Spender,27.77777777777778,7.4074074074074066,18.51851851851852,5.555555555555555,7.4074074074074066,33.33333333333333,Medium
5371,1989,UnderGraduate,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,25,91,2014,<30,Low Spender,6.593406593406594,17.582417582417584,26.373626373626376,12.087912087912088,0.0,37.362637362637365,Low
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,43,526,2014,41-50,Medium Spender,87.07224334600761,0.0,4.562737642585551,1.1406844106463878,0.7604562737642585,6.4638783269961975,High
9460,1963,UnderGraduate,In Relationship,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,51,162,2013,51-60,Medium Spender,18.51851851851852,1.8518518518518516,29.01234567901235,11.728395061728394,12.962962962962962,25.925925925925924,Low
9504,1949,Master,In Relationship,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,65,1008,2013,>60,High Spender,17.75793650793651,2.7777777777777777,51.587301587301596,11.011904761904761,12.202380952380953,4.662698412698413,Very High
8692,1952,UnderGraduate,In Relationship,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,62,240,2012,>60,Medium Spender,37.5,7.083333333333333,40.416666666666664,6.25,2.5,6.25,Medium
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,36,795,2013,30-40,Medium Spender,38.742138364779876,10.69182389937107,17.232704402515722,12.830188679245284,5.660377358490567,14.842767295597485,High
8314,1982,UnderGraduate,In Relationship,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,32,1772,2013,30-40,High Spender,31.4334085778781,7.279909706546276,42.94582392776524,1.6365688487584649,10.440180586907449,6.264108352144469,Very High
8420,1970,Master,In Relationship,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,44,64,2013,41-50,Low Spender,10.9375,6.25,20.3125,23.4375,12.5,26.5625,Low
3174,1959,UnderGraduate,In Relationship,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,55,1957,2013,51-60,High Spender,76.23914154317833,1.9417475728155338,14.665304036791008,2.5549310168625445,2.912621359223301,1.6862544711292795,Very High
7685,1978,UnderGraduate,In Relationship,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,36,78,2013,30-40,Low Spender,38.46153846153847,10.256410256410255,15.384615384615385,10.256410256410255,10.256410256410255,15.384615384615385,Low
3179,1980,UnderGraduate,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,34,1572,2013,30-40,High Spender,15.839694656488549,9.732824427480915,59.796437659033074,3.689567430025445,8.524173027989821,2.4173027989821882,Very High
9780,1971,Master,In Relationship,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,43,795,2013,41-50,Medium Spender,58.490566037735846,3.1446540880503147,16.60377358490566,17.10691823899371,0.0,4.654088050314465,Very High
10681,1970,Master,In Relationship,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,44,889,2014,41-50,High Spender,14.510686164229472,14.510686164229472,29.133858267716533,18.89763779527559,13.610798650168729,9.336332958380202,High
10232,1963,PhD,Single,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,51,331,2013,51-60,Medium Spender,52.567975830815705,5.438066465256798,24.47129909365559,8.459214501510575,1.812688821752266,7.250755287009064,Medium
4184,1950,PhD,In Relationship,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,64,265,2014,>60,Medium Spender,71.32075471698113,0.7547169811320755,10.943396226415095,1.1320754716981132,0.7547169811320755,15.09433962264151,High
9120,1962,UnderGraduate,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,52,1065,2012,51-60,High Spender,70.14084507042253,0.9389671361502347,15.11737089201878,6.103286384976526,3.755868544600939,3.943661971830986,High
891,1951,Master,In Relationship,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,63,11,2013,>60,Low Spender,54.54545454545454,0.0,18.181818181818183,18.181818181818183,0.0,9.090909090909092,Low
10381,1979,UnderGraduate,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,35,21,2013,30-40,Low Spender,66.66666666666666,0.0,14.285714285714285,0.0,0.0,19.047619047619047,Medium
3525,1970,UnderGraduate,In Relationship,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,44,17,2012,41-50,Low Spender,70.58823529411765,0.0,23.52941176470588,0.0,0.0,5.88235294117647,Medium
6818,1974,UnderGraduate,In Relationship,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,40,369,2012,30-40,Medium Spender,26.558265582655828,0.0,28.72628726287263,13.279132791327914,2.710027100271003,28.72628726287263,Medium
3526,1968,PhD,In Relationship,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,46,38,2014,41-50,Low Spender,84.21052631578947,0.0,13.157894736842104,0.0,0.0,2.631578947368421,Medium
8181,1978,Master,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,36,177,2013,30-40,Medium Spender,28.8135593220339,6.779661016949152,27.683615819209038,9.6045197740113,13.559322033898304,13.559322033898304,Medium
1029,1970,PhD,In Relationship,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,44,279,2013,41-50,Medium Spender,71.68458781362007,1.7921146953405016,15.770609318996415,0.0,3.584229390681003,7.168458781362006,High
7369,1981,Master,In Relationship,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,33,62,2013,30-40,Low Spender,40.32258064516129,9.67741935483871,40.32258064516129,9.67741935483871,0.0,0.0,Medium
2574,1977,PhD,In Relationship,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,37,1230,2013,30-40,High Spender,85.36585365853658,0.975609756097561,11.707317073170733,0.0,0.0,1.951219512195122,High
8159,1968,UnderGraduate,In Relationship,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,46,182,2014,41-50,Medium Spender,64.28571428571429,0.0,12.087912087912088,7.142857142857142,0.0,16.483516483516482,Medium
1160,1970,UnderGraduate,In Relationship,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,44,49,2013,41-50,Low Spender,18.367346938775512,8.16326530612245,34.69387755102041,20.408163265306122,4.081632653061225,14.285714285714285,Low
10242,1966,PhD,In Relationship,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,48,75,2013,41-50,Low Spender,74.66666666666667,0.0,14.666666666666666,0.0,0.0,10.666666666666668,Medium
5253,1956,Master,In Relationship,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,58,227,2013,51-60,Medium Spender,63.87665198237885,5.726872246696035,20.26431718061674,7.488986784140969,0.881057268722467,1.762114537444934,High
5966,1974,PhD,In Relationship,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,40,215,2012,30-40,Medium Spender,94.41860465116278,0.0,4.651162790697675,0.0,0.0,0.9302325581395349,Medium
5314,1951,UnderGraduate,In Relationship,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,63,444,2013,>60,Medium Spender,60.810810810810814,0.6756756756756757,6.081081081081082,8.783783783783784,1.3513513513513513,22.2972972972973,Medium
5081,1967,Master,In Relationship,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,47,2013,41-50,Low Spender,19.148936170212767,0.0,34.04255319148936,12.76595744680851,12.76595744680851,21.27659574468085,Medium
5123,1951,Master,In Relationship,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,63,143,2013,>60,Medium Spender,25.874125874125873,8.391608391608392,16.083916083916083,5.594405594405594,7.6923076923076925,36.36363636363637,Low
5756,1983,UnderGraduate,In Relationship,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,31,55,2014,30-40,Low Spender,83.63636363636363,0.0,12.727272727272727,0.0,0.0,3.6363636363636362,Medium
8036,1971,Master,In Relationship,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,43,63,2014,41-50,Low Spender,49.2063492063492,1.5873015873015872,20.634920634920633,11.11111111111111,3.1746031746031744,14.285714285714285,Low
9058,1955,UnderGraduate,Single,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,59,1867,2012,51-60,High Spender,56.77557579003749,1.1247991430101767,28.387787895018747,1.7139796464916979,0.0,11.997857525441885,Very High
5057,1961,Master,In Relationship,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,53,611,2013,51-60,Medium Spender,43.207855973813416,7.6923076923076925,30.76923076923077,8.8379705400982,7.6923076923076925,1.800327332242226,High
254,1955,UnderGraduate,In Relationship,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,59,473,2014,51-60,Medium Spender,84.35517970401692,0.8456659619450317,6.342494714587738,1.2684989429175475,0.8456659619450317,6.342494714587738,High
4179,1959,UnderGraduate,In Relationship,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,55,55,2013,51-60,Low Spender,14.545454545454545,16.363636363636363,16.363636363636363,3.6363636363636362,9.090909090909092,40.0,Low
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,30,81,2012,<30,Low Spender,23.456790123456788,0.0,43.20987654320987,7.4074074074074066,4.938271604938271,20.98765432098765,Medium
7627,1975,Master,In Relationship,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,39,2086,2012,30-40,High Spender,39.16586768935762,8.772770853307767,38.20709491850431,5.081495685522531,7.813998082454458,0.9587727708533078,Very High
